Letter ID,Title,Date,Creator,Top Terms (comma-separated)
121,"Edvard Eidum to Alma C. Wilson 1946.6.9",1946.06.09,"Edvard Eidum","gusta(0.045), dertil(0.041), vakkert(0.026), nord(0.025), reist(0.024), passet(0.024), engelsk(0.024), 7-1946(0.024), følelser(0.024), sjørtet(0.024)"
122,"Ola Holm to John Holm 1946.6.17",1946.06.17,"Ola Holm","gott(0.046), nar(0.038), june(0.034), slig(0.032), gjøres(0.031), kona(0.029), storartet(0.029), kjæk(0.024), gammel(0.023), humør(0.022)"
123,"Edvard Eidum to John Holm 1946.6.26",1946.06.28,"Edvard Eidum","di(0.034), hilser(0.029), sykehuset(0.027), sol(0.027), tænk(0.027), møtes(0.026), 70(0.026), i10(0.025), ondartet(0.025), mavehistorie(0.025)"
124,"Ola Holm to John Holm 1946.6.22",1946.06.22,"Ola Holm","fået(0.106), 22-46(0.052), morsk(0.052), skrivning(0.052), dovne(0.052), yde(0.052), dyrebar(0.052), spending(0.052), greiet(0.052), branche(0.052)"
125,"Herborg Holm to Alma C. Wilson 1946.6.29",1946.06.29,"Herborg Holm","fot(0.042), visst(0.036), 6(0.032), 92(0.028), far(0.025), juni(0.025), james(0.024), deroppe(0.023), cm(0.022), ham(0.019)"
126,"Ola Holm to John Holm 1946.7.14",1946.07.14,"Ola Holm","pakker(0.045), blit(0.041), 14-7-46(0.034), eiegode(0.034), trange(0.034), altsammen(0.034), frygtelige(0.034), allegevel(0.034), sælge(0.034), forundrings(0.034)"
127,"Klara Krogstad to John Holm 1946.7.14",1946.07.14,"Klara Krogstad","bruk(0.068), mary(0.052), færdig(0.045), sluppen(0.041), haandklær(0.040), bi-ting(0.040), tørker(0.040), undtakelse(0.040), røker(0.040), nøier(0.040)"
128,"Ola Holm to John Holm 1946.7.27",1946.07.27,"Ola Holm","kona(0.056), rigtig(0.052), kjente(0.048), 27-46(0.037), smal(0.037), anbringe(0.037), steds(0.037), forgalt(0.037), fremover(0.037), naturens(0.037)"
129,"Laura Karlson to John Holm 1946.8.2",1946.08.02,"Laura Karlson","beret(0.100), jemme(0.077), slegt(0.070), onne(0.062), fel(0.062), fortell(0.062), svigersønner(0.054), konrads(0.054), brulupet(0.054), hunn(0.050)"
130,"Edvard Eidum to John Holm 1946.8.14",1946.08.14,"Edvard Eidum","ringen(0.086), forældre(0.076), pakkerne(0.048), kniverne(0.043), hedte(0.038), fatt(0.035), sendt(0.033), uret(0.032), fått(0.028), di(0.024)"
131,"Klara Krogstad to John Holm 1946.8.25",1946.08.25,"Klara Krogstad","svigersønnen(0.060), overkott(0.060), ytterjakke(0.060), vissit(0.052), overcoat(0.052), hente(0.052), 95(0.048), vask(0.048), gaar(0.047), kostet(0.045)"
132,"Axel Holm to John Holm 1946.8.29",1946.08.29,"Axel Holm","foet(0.068), øksa(0.060), avveie(0.060), heimlov(0.060), kornet(0.060), modnes(0.060), førsteklasses(0.060), kvindeforening(0.060), udflukt(0.060), flora(0.060)"
133,"Ola Holm to John Holm 1946.8.30",1946.08.30,"Ola Holm","lidet(0.047), suit(0.044), kona(0.038), tusind(0.036), lange(0.036), umulig(0.034), autotur(0.033), pipestone(0.033), luvern(0.033), ak(0.033)"
134,"Herborg Holm to John Holm 1946.9.5",1946.09.05,"Herborg Holm","spent(0.029), sånn(0.024), tildels(0.024), hovnet(0.024), hyttene(0.024), kuppelsten(0.024), trollhetta(0.024), trampet(0.024), skinntøfler(0.024), havet(0.022)"
135,"Gusta Eidum to John Holm 1946.9.5",1946.09.05,"Gusta Eidum","senne(0.092), svigerinne(0.068), onkel(0.054), forkort(0.053), uvisse(0.053), påskjønnelse(0.053), 5-9-46(0.046), værste(0.046), skitur(0.046), hvært(0.042)"
136,"Laura Karlson to John Holm 1946.9.10",1946.09.10,"Laura Karlson","kjert(0.053), faat(0.044), beder(0.043), brugt(0.043), os(0.040), spørger(0.038), mindor(0.035), videre(0.033), pakke(0.029), holder(0.029)"
137,"Herborg Holm to John Holm Stamped 1946.7.20",1946.07.20,"Herborg Holm","slips(0.089), trollheimen(0.076), tøfler(0.072), 2(0.069), pr(0.053), bile(0.051), tilfots(0.051), papirtøfler(0.051), silkestrømpene(0.051), hånddukene(0.051)"
138,"Ola Holm to John Holm 1946.10.21",1946.10.21,"Ola Holm","derborte(0.045), selvfølgelig(0.038), tusind(0.034), 21-10-46(0.032), mottog(0.032), nyttiggjøre(0.032), forandringer(0.032), skrullet(0.032), plynder(0.032), levedage(0.032)"
139,"Klara Krogstad to Alma C. Wilson 1946.10.26",1946.10.26,"Klara Krogstad","pike(0.037), svenn(0.031), bor(0.030), datter(0.029), 26(0.029), glad(0.025), jon(0.023), pakken(0.023), leiligheten(0.022), 10-11(0.022)"
140,"Edvard Eidum to John Holm 1946.11.7",1946.11.07,"Edvard Eidum","selve(0.052), kann(0.039), især(0.038), bønn(0.035), ungdom(0.029), enken(0.029), di(0.029), ligeså(0.028), takker(0.025), runt(0.023)"
141,"Herborg Holm to John Holm 1946.10.30",1946.10.30,"Herborg Holm","hotsy(0.042), totsy(0.042), london(0.033), heler(0.031), skoene(0.031), 1(0.029), frue(0.026), tenkte(0.025), passe(0.023), syntes(0.022)"
142,"Axel Holm to John Holm 1946.11.24",1946.11.24,"Axel Holm","kg(0.055), tanker(0.055), veie(0.050), gris(0.047), våre(0.039), 1(0.035), helge(0.034), kjøpte(0.033), 25-nov(0.032), ure(0.032)"
143,"Ola Holm to John Holm 1946.11.29",1946.11.29,"Ola Holm","kjolen(0.105), altfor(0.092), strax(0.081), 29-11-46(0.074), fortættning(0.074), åndenød(0.074), forfærdelig(0.074), hoste(0.074), vestene(0.074), dresspakken(0.074)"
144,"Herborg Holm to John Holm 1946.11.29",1946.11.29,"Herborg Holm","fot(0.042), visst(0.036), 6(0.032), 92(0.028), far(0.025), juni(0.025), james(0.024), deroppe(0.023), cm(0.022), ham(0.019)"
145,"Klara Krogstad to John Holm 1946.12.1",1946.12.01,"Klara Krogstad","traad(0.065), stødig(0.056), rolig(0.045), passe(0.042), sente(0.041), jernbanen(0.040), erling(0.039), sluppen(0.038), kjærkommet(0.037), gjæld(0.037)"
146,"Laura Karlson to John Holm 1946.12.12",1946.12.12,"Laura Karlson","kjere(0.076), kalosjer(0.069), strever(0.060), jul(0.060), sige(0.056), nytaar(0.055), 12-1946(0.049), enestaaende(0.049), straalende(0.049), takken(0.049)"
147,"Herborg Holm to John Holm 1946.12.28",1946.12.28,"Herborg Holm","selbuvottene(0.042), juletrefest(0.042), jul(0.039), etc(0.027), opover(0.026), far(0.025), jo(0.024), passe(0.023), akkurat(0.021), stoffskoene(0.021)"
148,"Ola Holm to John Holm 1947.1.4",1947.01.04,"Ola Holm","got(0.055), alting(0.040), forleden(0.040), saker(0.036), træt(0.035), bruke(0.031), tusind(0.031), særlig(0.029), 4-1-47(0.028), 6-7(0.028)"
149,"Olava Holm to John Holm 1947.1.22",1947.01.22,"Olava Holm","væl(0.111), snil(0.079), jærtelig(0.074), tørt(0.074), met(0.067), di(0.047), aksel(0.047), conrad(0.043), tusin(0.043), unskjilde(0.042)"
150,"Klara Krogstad to Alma C. Wilson 1947",1947,"Klara Krogstad","cm(0.107), gut(0.068), minste(0.053), skolen(0.053), rable(0.053), morge(0.053), begyndt(0.053), vældig(0.053), karakter(0.053), visergutt(0.053)"
151,"Ola Holm to John Holm 1947.2.4",1947.02.04,"Ola Holm","kona(0.066), måneder(0.062), 4-2-47(0.058), vinterbruk(0.058), underklærne(0.058), spandere(0.058), gået(0.058), rettere(0.051), stof(0.051), pusler(0.051)"
152,"Laura Karlson to John Holm 1947.2.4",1947.02.04,"Laura Karlson","faatt(0.056), aksel(0.046), pengerne(0.045), moro(0.044), 2-1947(0.041), kjerekommet(0.041), pengeløs(0.041), kand(0.041), arbede(0.041), vasking(0.041)"
153,"Gusta Eidum to John Holm 1947.3.9",1947.03.09,"Gusta Eidum","sprettekniv(0.119), hvært(0.095), fått(0.077), bilde(0.077), onkel(0.073), tusin(0.060), ski-renn(0.060), vattentank(0.060), bok-merken(0.060), 9-3-47(0.052)"
154,"Gusta Eidum to Alma C. Wilson 1947.4",1947.04,"Gusta Eidum","kusine(0.052), kjenner(0.044), skjisporten(0.043), fjelltopper(0.043), fedrelandssangen(0.043), beskjytte(0.043), løsning(0.043), grusomme(0.043), methodistkirken(0.043), korespondere(0.043)"
155,"Herborg Holm to John Holm 1947.3.21",1947.03.21,"Herborg Holm","kassen(0.039), blodpølse(0.026), jo(0.024), spent(0.024), far(0.023), le(0.023), bekymringer(0.021), ha-ha(0.020), kos(0.020), senner(0.019)"
156,"Edvard Eidum to John Holm 1947.4.9",1947.04.09,"Edvard Eidum","smerten(0.043), ligeså(0.042), malm(0.038), toppen(0.035), nokså(0.031), di(0.024), 4-1947(0.022), malmbåter(0.022), trafikk(0.022), malmen(0.022)"
157,"Klara Krogstad to Alma C. Wilson 1947.4.19",1947.04.19,"Klara Krogstad","kolstad(0.107), dødsfall(0.061), april(0.061), familjen(0.054), inger(0.054), 24(0.049), forlovede(0.043), daarlig(0.043), eneste(0.033), leikarring(0.031)"
158,"Herborg Holm to John Holm 1947.5.20",1947.05.20,"Herborg Holm","altså(0.027), lønner(0.022), inger(0.022), veksle(0.020), ivar(0.020), pr(0.020), mai(0.018), skjønner(0.018), johan(0.017), takk(0.017)"
159,"Laura Karlson to John Holm 1947.5.20",1947.05.20,"Laura Karlson","bliver(0.092), plaget(0.057), 5-1947(0.046), fyre(0.046), jikten(0.046), slemm(0.046), veiret(0.046), svakelig(0.046), ordspraaket(0.046), flokken(0.046)"
160,"Axel Holm to John Holm 1947.5.20",1947.05.20,"Axel Holm","joneta(0.050), ev(0.040), joh(0.037), synd(0.034), minne(0.034), rom(0.029), møte(0.028), møtes(0.026), jorden(0.026), broder(0.025)"
161,"Sonja Bakken to John Holm 1947.6.10",1947.06.10,"Sonja Bakken","besøk(0.048), sonja(0.047), imot(0.045), lokomotivfører(0.045), personlige(0.045), lykkelige(0.045), sangkor(0.045), konserter(0.045), morrer(0.045), klostergaten(0.045)"
162,"Evelyn Holm to John Holm 1947.6.10",1947.06.10,"Evelyn Holm","dresser(0.058), far(0.057), fått(0.037), nr(0.032), tre(0.031), sett(0.030), pakkene(0.030), 10-6-47(0.029), dur(0.029), alderstrygden(0.029)"
163,"Herborg Holm to John Holm 1947.7.1",1947.07.01,"Herborg Holm","vekslet(0.038), bankene(0.031), bladet(0.031), pengene(0.028), veldig(0.027), frue(0.026), veksle(0.025), ugress(0.025), teppe(0.025), fått(0.024)"
164,"Edvard Eidum to Alma C. Wilson 1947.7.27",1947.07.27,"Edvard Eidum","fortrolighed(0.047), hilma(0.038), tid(0.038), besøkt(0.028), reist(0.028), nære(0.028), derfor(0.027), land(0.027), hape(0.027), gjore(0.027)"
165,"Edvard Eidum to John Holm 1947.7.27",1947.07.27,"Edvard Eidum","vækslet(0.055), slæktninger(0.027), pengesedel(0.027), kunst(0.027), menneskets(0.027), levetid(0.027), blomsten(0.027), løp(0.027), fristad(0.027), yosvas(0.027)"
166,"Laura Karlson to John Holm 1947.7.29",1947.07.29,"Laura Karlson","aksel(0.062), kjerkomne(0.049), jort(0.049), edevart(0.049), tager(0.049), 7-1947(0.045), felt(0.045), jigt(0.045), kjere(0.044), 34(0.042)"
167,"Ola Holm to John Holm 1947.7.30",1947.07.30,"Ola Holm","mørk(0.071), fornøid(0.067), verdens(0.060), nord(0.047), lakselvbukt(0.045), pensil(0.045), blæk(0.045), tilbaketur(0.045), tindrende(0.045), prærieland(0.045)"
168,"Evelyn Holm to John Holm 1947.7.31-8.1",1947.07.31,"Evelyn Holm","jon(0.034), ditt(0.033), lavet(0.031), ferie(0.030), takker(0.027), skriver(0.024), hjertlig(0.023), pengene(0.021), evelyn(0.019), mor(0.019)"
169,"Klara Krogstad to John Holm 1947.8.7",1947.08.07,"Klara Krogstad","daarlig(0.064), onkel(0.035), naar(0.035), solheim(0.034), 7-8-1947(0.034), svigerforældres(0.034), pøsregner(0.034), gjem(0.034), skone(0.034), invalid(0.034)"
170,"Laura Karlson to John Holm 1947.8.13",1947.08.13,"Laura Karlson","kr(0.057), veret(0.056), havt(0.053), 8-1947(0.037), pass(0.037), slite(0.037), udslit(0.037), pengpung(0.037), forsigtig(0.037), unødig(0.037)"
171,"Sonja Bakken to John Holm 1947.8.17",1947.08.17,"Sonja Bakken","fanget(0.077), vårt(0.074), sommerhus(0.067), frelst(0.049), aviser(0.043), kjenner(0.040), åndsfrisk(0.038), høye(0.038), pastor(0.038), inntrykk(0.038)"
172,"Evelyn Holm to Alma C. Wilson 1947.9.2",1947.09.02,"Evelyn Holm","skulde(0.050), hilst(0.046), u(0.033), brullypsdagen(0.033), slakterbutikk(0.033), nedenfor(0.033), nummerskiltet(0.033), betydde(0.033), bilen(0.033), ivrig(0.033)"
173,"Evelyn Holm to Grace A. Wilson 1947.9.2",1947.09.02,"Evelyn Holm","vevt(0.052), nr(0.049), løper(0.045), halv(0.035), norsk(0.035), desverre(0.033), spurte(0.032), hatt(0.031), håber(0.030), engelsk(0.030)"
174,"Klara Krogstad to John Holm 1947.9.7",1947.09.07,"Klara Krogstad","jon(0.090), gikt(0.076), sjømand(0.057), los(0.057), sjøs(0.057), fingrene(0.057), stokker(0.057), hovne(0.057), stiv(0.057), arver(0.057)"
175,"Evelyn Holm to John Holm 1947.9.15",1947.09.15,"Evelyn Holm","tante(0.044), herlig(0.042), begynt(0.035), håber(0.035), 9-47(0.035), hilsing(0.035), gikten(0.035), tipp(0.035), jakt(0.035), faktisk(0.035)"
176,"Edvard Eidum to John Holm 1947.9.21",1947.09.21,"Edvard Eidum","menneske(0.048), vart(0.046), nogenlunde(0.040), hører(0.038), levende(0.037), velsignede(0.037), lagt(0.036), delvis(0.034), hanna(0.034), finde(0.032)"
177,"Herborg Holm to John Holm Card 1947 Summer",1947,"Herborg Holm","herligste(0.211), venninner(0.184), østersund(0.169), telt(0.169), verdens(0.142), vakre(0.136), saker(0.136), sykle(0.131), 27(0.131), vakkert(0.115)"
178,"Herborg Holm to John Holm 1947.9.24",1947.09.24,"Herborg Holm","vekslet(0.053), dollar(0.044), østersund(0.032), kroner(0.030), ø(0.027), fantes(0.027), hjemturen(0.027), nifs(0.027), forretninger(0.023), sedler(0.023)"
179,"Laura Karlson to John Holm 1947.10.4",1947.10.04,"Laura Karlson","10-1947(0.060), hil(0.060), havde(0.058), veret(0.055), jort(0.052), maater(0.052), besøger(0.052), ødelegge(0.052), underlig(0.048), treffe(0.048)"
180,"Klara Krogstad to John Holm 1947.10.12",1947.10.12,"Klara Krogstad","potet(0.108), klippet(0.094), middag(0.076), været(0.069), stræve(0.054), saape(0.054), 15de(0.054), gjetting(0.054), frimerket(0.054), farbror(0.047)"
181,"Evelyn Holm to Alma C. Wilson",1947.10.15,"Evelyn Holm","håber(0.072), gifte(0.051), berith(0.050), grace(0.048), pike(0.040), 15-10-47(0.036), gebursdagen(0.036), andledninger(0.036), brullupet(0.036), nyttårstiden(0.036)"
182,"Edvard Eidum to Alma C. Wilson 1947.10.31",1947.10.31,"Edvard Eidum","my(0.076), on(0.064), letters(0.056), father(0.043), and(0.040), your(0.037), write(0.037), english(0.037), antagelig(0.034), in(0.034)"
183,"Evelyn Holm to Alma C. Wilson 1947.11.20",1947.11.20,"Evelyn Holm","håber(0.088), værelse(0.076), villet(0.070), sengespreder(0.070), finns(0.065), stedet(0.062), 20-11-47(0.044), opmerksomhet(0.044), stavefeil(0.044), hustri(0.044)"
184,"Edvard Eidum to Alma C. Wilson 1947.12.4",1947.12.04,"Edvard Eidum","sovende(0.229), dronning(0.229), fjellparti(0.229), naturfænomen(0.229), 12-47(0.183), glædelig(0.171), vanligt(0.171), hermed(0.161), julefest(0.147), nyttår(0.137)"
185,"Herborg Holm to Alma C. Wilson 1947.12.7",1947.12.07,"Herborg Holm","hamstret(0.058), etc(0.056), imorgen(0.054), omtrent(0.049), rundvaskes(0.029), pusses(0.029), slaktes(0.029), bakes(0.029), brygges(0.029), julegaver(0.029)"
186,"Effie Holm to Alma C. Wilson 1947.12.14",1947.12.14,"Effie Holm","fornebu(0.096), værelse(0.079), vakt(0.060), trafikken(0.060), lufthavn(0.052), ansatt(0.052), tr(0.052), heim(0.049), effie(0.045), liker(0.043)"
187,"Effie Holm to John Holm 1947.12.14",1947.12.14,"Effie Holm","skrivefeil(0.052), 12-47(0.048), syns(0.048), gleder(0.045), effie(0.045), alltid(0.042), pene(0.031), kjærkommende(0.030), fyllepennen(0.030), sepen(0.030)"
188,"Ola Holm to Alma C. Wilson Card 1947.12.15",1947.12.15,"Ola Holm","original(1.096), english(1.061), in(0.973)"
189,"Edvart Søberg to John Holm 1947.12.21",1947.12.21,"Edvart Søberg","original(1.096), english(1.061), in(0.973)"
190,"Klara Krogstad to Alma C. Wilson 1947.12.28",1947.12.28,"Klara Krogstad","ondt(0.048), kirken(0.048), faat(0.048), forstaar(0.045), 18-12(0.038), spekulerte(0.038), desserten(0.038), kjødelige(0.038), saart(0.038), eksistens(0.038)"
191,"Axel Holm to Alma C. Wilson",1948 (?),"Axel Holm","treft(0.228), minde(0.176), nokk(0.169), finner(0.157), aviser(0.147), nogle(0.114), hilset(0.114), herren(0.104), ver(0.099), helga(0.092)"
192,"Information Found in a Bible Undated",Unknown,"Unknown","oktober-1910(0.222), begravet(0.177), født(0.161), northwood(0.111), februar-1903(0.111), desember-1904(0.111), mndr(0.097), iowa(0.083), døde(0.073), hegre(0.066)"
193,"Conrad Lauritz Holm Death Obituary 1943",1943,"Unknown","original(1.096), english(1.061), in(0.973)"
194,"Hanna Eidum and Edvard Eidum Card Undated",Unknown,"Hanna Eidum","transcription(0.784), available(0.784), pdf(0.784), scan(0.784), only(0.627), no(0.407), -(0.397)"
195,"Edvard Eidum Card with Psalm Undated",Unknown,"Edvard Eidum","virke(0.195), sådan(0.182), stille(0.169), medynk(0.122), læke(0.122), opfindsom(0.122), opne(0.122), sorgfull(0.122), græte(0.122), trøste(0.106)"
196,"Old Song Undated",Unknown,"Unknown","pungen(0.102), ven(0.076), førend(0.068), paris(0.068), ei(0.061), hør(0.060), vers(0.054), neppe(0.051), o(0.047), tog(0.042)"
197,"Miranda to Alma C. Wilson and Grace Wilson 1946",1946,"Unknown","is(0.885), original(0.822), english(0.796), in(0.730)"
198,"Funeral of Johan Øyan Undated",Unknown,"Unknown","avdødes(0.129), ordenssøskende(0.103), hvorefter(0.078), graven(0.078), stjørdalens(0.052), koret(0.052), krans(0.052), ordfører(0.052), vig(0.052), g(0.052)"
199,"Mrs. Hall to Karoline Holm Undated",Unknown,"Unknown","mrs(0.271), animia(0.261), onamia(0.261), fredagen(0.261), trip(0.261), dene(0.261), hall(0.261), minn(0.209), here(0.209), veier(0.209)"
200,"Ola Holm to Alma C. Wilson Undated",Unknown,"Ola Holm","kallender(0.422), bert(0.422), gjengen(0.422), kyllinghage(0.422), fin(0.174), takk(0.145), ole(0.144), onkel(0.086), hils(0.072), skrive(0.059)"
201,"Ola Holm 85th Birthday Clipping 1963",1963,"Unknown","dro(0.175), levde(0.102), senere(0.091), tilbake(0.068), dakota(0.064), gate(0.058), 93(0.058), 85(0.058), tyveåring(0.058), indianerreservatet(0.058)"
202,"Einar Holm to John Holm 1948.1.4",1948.01.04,"Einar Holm","helge(0.083), gifta(0.053), militæret(0.053), 1945(0.053), jo(0.042), fortalt(0.037), friberg(0.030), nedgravd(0.030), køla(0.030), storlia(0.030)"
203,"Edvard Eidum to Alma C. Wilson 1948.1.10",1948.01.10,"Edvard Eidum","krig(0.063), sjyll(0.056), bange(0.056), russen(0.056), nasjon(0.056), grønland(0.056), inde(0.049), værre(0.040), morro(0.035), heller(0.030)"
204,"Ola Holm to John Holm 1948.1.16",1948.01.16,"Ola Holm","goods(0.109), hinsides(0.095), gud(0.077), treffes(0.073), fået(0.073), jan(0.058), styrke(0.054), floden(0.054), herligheten(0.054), hårde(0.054)"
205,"Effie Holm to Jon Holm 1948.1.16",1948.01.16,"Effie Holm","betalte(0.085), ordene(0.085), alltid(0.075), kalt(0.064), onkel(0.054), 16-1-48(0.053), bokmerket(0.053), brylluppet(0.053), sentralen(0.053), sentralvarme(0.053)"
206,"Edvard Eidum to John Holm 1948.1.13",1948.01.13,"Edvard Eidum","bodde(0.065), født(0.060), california(0.060), gudrund(0.050), edvards(0.040), evjen(0.037), listen(0.037), dakota(0.034), bergljot(0.031), iver(0.030)"
207,"Axel Holm to Alma C. Wilson 1948.1.20",1948.01.20,"Axel Holm","brudgom(0.048), misjon(0.042), bygger(0.039), gr(0.033), vere(0.032), blod(0.031), blad(0.031), herren(0.029), jesu(0.027), 20-1-48(0.024)"
208,"Sonja Bakken to John Holm 1948.1.27",1948.01.27,"Sonja Bakken","sonja(0.104), sitere(0.065), sangvers(0.065), himmelens(0.065), salige(0.065), trengselens(0.065), skyfulle(0.065), hviledag(0.065), beredt(0.065), urolige(0.065)"
209,"Evelyn Fiskvik 1948.1.25",1948.01.25,"Evelyn Fiskvik","jon(0.069), hospitalet(0.062), 1-48(0.056), trykkfeil(0.056), bedring(0.048), løper(0.048), onkel(0.039), evelyn(0.039), 25(0.033), begeistrert(0.032)"
210,"Laura Karlson to Alma C. Wilson 1948.2.1",1948.02.01,"Laura Karlson","fremmed(0.076), kann(0.064), dø(0.064), land(0.054), kondolere(0.054), søskenflokken(0.054), bi(0.054), gamell(0.054), fremmet(0.054), betyde(0.054)"
211,"Ola Holm to Alma C. Wilson 1948.2.14",1948.02.14,"Ola Holm","14-2-47(0.062), omveie(0.062), tjenner(0.062), formode(0.062), avis-referat(0.062), paper(0.062), underrette(0.062), uke(0.058), niece(0.054), journal(0.054)"
212,"Olaf Holm to John Holm 1948.1.25",1948.01.25,"Olaf Holm","bergen(0.053), hvet(0.051), kanskje(0.051), nesttun(0.043), stopp(0.043), kristi(0.043), kirkens(0.043), hovedsete(0.043), klima(0.043), familje(0.037)"
213,"Edvard Eidum to Alma C. Wilson 1948.2.24",1948.02.24,"Edvard Eidum","dollar(0.077), stræv(0.060), 100(0.052), nævnte(0.049), axel(0.048), brukes(0.034), hvem(0.033), fikk(0.031), olav(0.029), -1948(0.028)"
214,"Ola Holm to Karoline Holm 1948.3.9",1948.03.09,"Ola Holm","erklæring(0.066), avskrift(0.042), vitner(0.038), axel(0.037), satte(0.033), bank(0.032), gjælder(0.030), ifølge(0.028), dak(0.028), johns(0.027)"
215,"Stjørdalens Sparebank to Karoline Holm 1948.3.23",1948.03.23,"Stjørdalens Sparebank","manns(0.110), underskrift(0.110), stjørdalens(0.085), norges(0.076), sparebank(0.073), bank(0.071), forespør(0.063), kontoen(0.063), disponeres(0.063), samtykke(0.063)"
216,"Edvard Eidum to Alma C. Wilson 1948.2.17",1948.02.17,"Edvard Eidum","hjalp(0.060), altid(0.042), hvert(0.039), snakke(0.039), john(0.035), hvorledes(0.034), aksel(0.033), nære(0.031), ladt(0.030), behøvet(0.030)"
217,"Evelyn Fiskvik to Alma C. Wilson",1948.03.11,"Evelyn Fiskvik","spilte(0.069), kirken(0.064), jon(0.055), finns(0.052), kvelden(0.052), inne(0.041), slikt(0.040), 3-48(0.034), fjellbygdene(0.034), setrene(0.034)"
218,"Edvard Eidum to Alma C. Wilson",1948.03.23,"Edvard Eidum","gift(0.039), barnebarn(0.032), ekteparet(0.030), barnebarnsbarn(0.030), pengerne(0.027), olav(0.023), hanna(0.022), axel(0.022), indtil(0.020), eidum(0.020)"
219,"Klara Krogstad to Alma C. Wilson 1948.3.30",1948.03.30,"Klara Krogstad","laa(0.108), paaskedag(0.053), grad(0.053), inkalt(0.053), ungdommene(0.053), blodtrykk(0.053), paaske(0.053), solskinn(0.053), helligdager(0.053), paasken(0.053)"
220,"Ola Holm to Alma C. Wilson 1948.12.18",1948.12.18,"Ola Holm","dikt(0.343), landstad(0.343), tindre(0.343), julenatt(0.343), stjerner(0.299), salme(0.256), b(0.256), bereth(0.256), kortet(0.231), mrs(0.178)"
221,"Edvart Søberg to Alma C. Wilson 1948.4.11",1948.04.11,"Edvart Søberg","mangler(0.059), arlene(0.058), eiendommen(0.058), vatnet(0.058), myrer(0.058), fjellet(0.056), sommeren(0.046), kjører(0.043), skolen(0.029), 4-48(0.029)"
222,"Herborg Holm to Alma C. Wilson 1948.4.2",1948.04.02,"Herborg Holm","jo(0.029), far(0.025), kister(0.023), likt(0.023), johan(0.022), fortalte(0.021), skrev(0.020), j(0.020), prater(0.018), -(0.018)"
223,"Laura Karlson to Alma C. Wilson 1948.4.5",1948.04.05,"Laura Karlson","moder(0.068), kleder(0.051), bliver(0.043), kann(0.038), ver(0.037), foto(0.034), stridd(0.032), mette(0.032), husleie(0.032), overrasket(0.032)"
224,"Axel Holm to Alma C. Wilson 1948.4.20",1948.04.20,"Axel Holm","erklæring(0.188), 20-4-1948(0.108), dødsatest(0.108), opplyste(0.108), usjiftet(0.108), sådant(0.108), kjikk(0.108), konsulatet(0.108), arveberretteg(0.108), 5160(0.108)"
225,"Edvard Eidum to Alma C. Wilson 1948.4.29",1948.04.29,"Edvard Eidum","forståt(0.039), udenom(0.039), mistænkt(0.039), lureri(0.039), hellere(0.039), enig(0.029), hårt(0.029), johns(0.027), john(0.026), marie(0.026)"
226,"Klara Krogstad to Alma C. Wilson 1948.5",1948.05,"Klara Krogstad","jon(0.072), aars(0.058), dødsleiet(0.045), idrætten(0.045), sjef(0.045), 140(0.045), beretning(0.045), korselett(0.045), trøt(0.040), undersøk(0.040)"
227,"Gusta Eidum to Alma C. Wilson 1948.5.2",1948.05.02,"Gusta Eidum","aagoth(0.103), tante(0.098), gjerne(0.084), greta(0.067), 2-5-48(0.052), hinker(0.052), brekke(0.052), sørgeligt(0.045), realskolen(0.045), taknemlig(0.041)"
228,"Axel Holm to Alma C. Wilson 1948.5.17",1948.05.17,"Axel Holm","sak(0.068), pinse(0.068), erklæringen(0.059), banken(0.058), offentlige(0.051), nyt(0.039), d(0.034), 5-(0.034), papirene(0.034), egenhendig(0.034)"
229,"Edvard Eidum to Alma C. Wilson 1948.6.19",1948.06.19,"Edvard Eidum","flink(0.038), ordnet(0.032), sint(0.030), lånte(0.030), hemmelig(0.026), gretha(0.026), burde(0.023), olav(0.022), hvorfor(0.022), sa(0.021)"
230,"Karen Austvoll to Christiana Wilson 1948.6.20",1948.06.20,"Karen Austvoll","hær(0.107), selve(0.077), hjulet(0.067), nokk(0.049), sløvhet(0.038), endsjønt(0.038), rissehjul(0.038), prikkehjul(0.038), julet(0.038), vindu(0.038)"
231,"Edvard Eidum to Alma C. Wilson 1948.6.28",1948.06.28,"Edvard Eidum","særlig(0.063), sendt(0.047), greta(0.040), sagt(0.040), klær(0.036), nær(0.035), billeder(0.032), 28-6-1948(0.031), pungt(0.031), lingner(0.031)"
232,"Edvard Eidum to Alma C. Wilson 1948.7.19",1948.07.19,"Edvard Eidum","chek(0.046), besjed(0.046), banken(0.040), gjertine(0.040), olava(0.036), hanna(0.034), di(0.031), greta(0.030), mand(0.029), dertil(0.027)"
233,"Klara Krogstad to Alma C. Wilson 1948.8.22",1948.08.22,"Klara Krogstad","steden(0.040), gutter(0.036), været(0.034), mor(0.030), bildet(0.028), naar(0.027), familie(0.023), ælste(0.022), føler(0.022), jon(0.021)"
234,"Gretha Søberg to Alma C. Wilson 1948.9.6",1948.09.06,"Gretha Søberg","pappa(0.208), martin(0.104), mamma(0.095), veggemo(0.089), konfirmert(0.080), søberg(0.077), 9-48(0.060), høyet(0.060), petroleum(0.060), kammerat(0.060)"
